课程编码,课程名称,目录课程名,开课院系,校区,大纲链接,课时,学分,课程属性,主讲教师,采集时间
180083070903P5001H,古脊椎动物学实验,古脊椎动物学实验,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313885,30,1.00,实验课,侯素宽等,2026-09-02 09:19:27
180083070903P6001H,计算系统发生学,计算系统发生学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314027,30,1.00,实践课,张驰,2026-09-02 09:19:27
180083070903P6003H,骨组织学基础及应用,骨组织学基础及应用,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313930,30,1.00,实践课,赵祺等,2026-09-02 09:19:27
180083070903PX003H,生物进化论,生物进化论,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313886,40,1.00,公共选修课,郭建崴,2026-09-02 09:19:27
180083070904P2002H,沉积盆地分析,沉积盆地分析,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314952,50,2.50,专业核心课,孟庆任,2026-09-02 09:19:27
180083070904P2003H,高等构造地质学,高等构造地质学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314484,60,3.00,专业核心课,侯泉林等,2026-09-02 09:19:27
180083070904P2004H,岩石流变学,岩石流变学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313926,40,2.00,专业核心课,周永胜,2026-09-02 09:19:27
180083070904P2005H,能源地质学,能源地质学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313982,60,3.00,专业核心课,琚宜文等,2026-09-02 09:19:27
180083070904P3001H,构造作用与成矿,构造作用与成矿,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313881,40,2.00,专业课,徐兴旺等,2026-09-02 09:19:27
180083070904P3003H,沉积环境分析理论与实践,沉积环境分析理论与实践,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313887,60,3.00,专业课,张玉修等,2026-09-02 09:19:27
180083070904P3004H,层序地层学,层序地层学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314486,40,2.00,专业课,陈代钊等,2026-09-02 09:19:27
180083070904P4001H,中国区域地质及热点问题,中国区域地质及热点问题,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313882,20,1.00,研讨课,郭谦谦等,2026-09-02 09:19:27
180083070904P4002H,岩石大地构造与深部过程,岩石大地构造与深部过程,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313880,20,1.00,研讨课,刘庆,2026-09-02 09:19:27
180083070904P4006H,应力化学及其在地学中的应用,应力化学及其在地学中的应用,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/318926,20,1.00,研讨课,侯泉林等,2026-09-02 09:19:27
180083070904P5001H,沉积岩岩相学,沉积岩岩相学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313888,30,1.00,实验课,谭锋奇,2026-09-02 09:19:27
180083070905P2001H,第四纪沉积与环境,第四纪沉积与环境,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313927,60,3.00,专业核心课,郝青振等,2026-09-02 09:19:27
180083070905P3001H,地表过程与地貌学,地表过程与地貌学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313928,40,2.00,专业课,方小敏等,2026-09-02 09:19:27
180083070905P3002H,环境地球化学,环境地球化学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313929,60,3.00,专业课,顾兆炎等,2026-09-02 09:19:27
180083070905P3003H,环境考古学,环境考古学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314485,50,2.50,专业课,李小强等,2026-09-02 09:19:27
180083070905P5001H,分子化石与古环境,分子化石与古环境,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313883,40,1.00,实验课,李玉梅,2026-09-02 09:19:27
180083070905P5002H,考古遗址定年与化石统计分析,考古遗址定年与化石统计分析,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314509,40,1.00,实验课,葛俊逸等,2026-09-02 09:19:27
1800830709Z1P3001H,地质微生物学,地质微生物学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313884,40,2.00,专业课,曹长乾等,2026-09-02 09:19:27
180083075100P1002H,区域气候环境模拟与应用,区域气候环境模拟与应用,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/320595,50,2.50,学科核心课,丹利等,2026-09-02 09:19:27
180083075100P3001H,副热带和青藏高原气候动力学,副热带和青藏高原气候动力学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/320559,40,2.00,专业课,刘屹岷等,2026-09-02 09:19:27
180083075100P3003H,天气与气候可预报性,天气与气候可预报性,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/320590,40,2.00,专业课,段晚锁等,2026-09-02 09:19:27
180083081600P1001H,物理大地测量学,物理大地测量学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313898,60,3.00,学科核心课,陆洋,2026-09-02 09:19:27
180083081600P1002H,时变重力学,时变重力学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313899,60,3.00,学科核心课,孙文科等,2026-09-02 09:19:27
180083081600P1003H,影像大地测量学,影像大地测量学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313900,40,2.00,学科核心课,江利明等,2026-09-02 09:19:27
180083081600P1004H,测量数据处理理论与方法,测量数据处理理论与方法,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313901,40,2.00,学科核心课,闫昊明等,2026-09-02 09:19:27
180083081800P1001H,工程地质学,工程地质学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313933,60,3.00,学科核心课,胡瑞林等,2026-09-02 09:19:27
180083081800P1002H,地震勘探原理,地震勘探原理,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314493,60,3.00,学科核心课,王一博等,2026-09-02 09:19:27
180083081801P2001H,经济地质学(原名高等矿床学),经济地质学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313932,60,3.00,专业核心课,秦克章等,2026-09-02 09:19:27
180083081802P2002H,井孔地球物理方法原理,井孔地球物理方法原理,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313891,60,3.00,专业核心课,陈德华等,2026-09-02 09:19:27
180083081802P3001H,现代应用地球物理,现代应用地球物理,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314950,60,3.00,专业课,张健等,2026-09-02 09:19:27
180083081803P2001H,岩体力学,岩体力学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313889,50,2.50,专业核心课,李晓等,2026-09-02 09:19:27
180083085704M5002H,常用测量数据处理与绘图软件实践,常用测量数据处理与绘图软件实践,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/318935,60,2.00,实验课,汪秋昱,2026-09-02 09:19:27
180083990100P1001H,行星磁学,行星磁学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313936,50,2.50,学科核心课,葛亚松等,2026-09-02 09:19:27
180083990100P1002H,行星探测导论,行星探测导论,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313937,60,3.00,学科核心课,何飞等,2026-09-02 09:19:27
180083990101P2001H,行星地质导论,行星地质导论,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313895,40,2.00,专业核心课,李雄耀等,2026-09-02 09:19:27
180083990101P3001H,行星表面演化概论,行星表面演化概论,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314568,40,2.00,专业课,刘洋等,2026-09-02 09:19:27
180083990101P4001H,火星地质前沿进展,火星地质前沿进展,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313938,20,1.00,研讨课,唐红,2026-09-02 09:19:27
180083990102P2001H,太阳系演化和陨石学,太阳系演化和陨石学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313894,40,2.00,专业核心课,林杨挺等,2026-09-02 09:19:27
180083990102P4001H,行星年代学,行星年代学,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313893,20,1.00,研讨课,李秋立等,2026-09-02 09:19:27
180083990105P2001H,行星大气物理,行星大气物理,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/313892,40,2.00,专业核心课,任志鹏等,2026-09-02 09:19:27
180083990105P2004H,太阳系行星际环境,太阳系行星际环境,地球与行星科学学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315068,60,3.00,专业核心课,钟俊等,2026-09-02 09:19:27
180084070500P1001H,现代地图学,现代地图学,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314133,50,2.50,学科核心课,程维明等,2026-09-02 09:19:27
180084070500P1002H,地理信息科学-A,地理信息科学-A,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314134,50,2.50,学科核心课,宋现锋等,2026-09-02 09:19:27
180084070500P1003H,地理信息科学-B,地理信息科学-B,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314245,50,2.50,学科核心课,陆锋等,2026-09-02 09:19:27
180084070500P1004H-1,遥感科学-A,遥感科学-A,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315588,60,3.00,学科核心课,宋小宁等,2026-09-02 09:19:27
180084070500P1004H-2,遥感科学-B,遥感科学-B,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315589,60,3.00,学科核心课,姜小光等,2026-09-02 09:19:27
180084070500P1005H,区域可持续发展理论与实践,区域可持续发展理论与实践,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314329,50,2.50,学科核心课,刘毅等,2026-09-02 09:19:27
180084070500P1006H,资源科学导论,资源科学导论,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314126,50,2.50,学科核心课,封志明等,2026-09-02 09:19:27
180084070500P1008H,现代水文学与水资源学,现代水文学与水资源学,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314243,60,3.00,学科核心课,宋献方等,2026-09-02 09:19:27
180084070500PB001H-1,学术道德与学术写作规范分论-地理学方向,学术道德与学术写作规范分论-地理学方向,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315590,10,0.50,公共必修课,唐家奎,2026-09-02 09:19:27
180084070500PB001H-2,学术道德与学术写作规范分论-地理学方向,学术道德与学术写作规范分论-地理学方向,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315591,10,0.50,公共必修课,唐家奎,2026-09-02 09:19:27
180084070501P2001H,冰冻圈科学概论,冰冻圈科学概论,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314244,50,2.50,专业核心课,秦大河等,2026-09-02 09:19:27
180084070501P4004H,全球变化与粮食安全,全球变化与粮食安全,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/318960,20,1.00,研讨课,刘玉洁,2026-09-02 09:19:27
180084070502P3004H,人文与经济地理学文献阅读,人文与经济地理学文献阅读,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314237,40,2.00,专业课,杨振山,2026-09-02 09:19:27
180084070502P3005H,行政区划与政治地理学,行政区划与政治地理学,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314330,40,2.00,专业课,王开泳等,2026-09-02 09:19:27
180084070503P2002H,空间分析,空间分析,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314399,60,3.00,专业核心课,裴韬等,2026-09-02 09:19:27
180084070503P3002H,海洋遥感,海洋遥感,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314240,50,2.50,专业课,苏奋振等,2026-09-02 09:19:27
180084070503P3006H,全球导航卫星系统原理与应用,全球导航卫星系统原理与应用,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314246,50,2.50,专业课,党亚民等,2026-09-02 09:19:27
180084070503P3007H,热红外遥感,热红外遥感,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314400,50,2.50,专业课,李召良等,2026-09-02 09:19:27
180084070503P3010H,遥感物理,遥感物理,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314401,60,3.00,专业课,郭华东等,2026-09-02 09:19:27
180084070503P3011H,遥感智能计算与信息提取,遥感智能计算与信息提取,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314402,40,2.00,专业课,杨晓梅等,2026-09-02 09:19:27
180084070503P4001H,城市地理信息系统,城市地理信息系统,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314094,20,1.00,研讨课,陆锋等,2026-09-02 09:19:27
180084070503P4003H,高光谱遥感,高光谱遥感,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314095,20,1.00,研讨课,张兵,2026-09-02 09:19:27
180084070503P4006H,空间数据挖掘,空间数据挖掘,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315144,20,1.00,研讨课,杜云艳等,2026-09-02 09:19:27
180084070503P6002H,Python空间数据处理,Python空间数据处理,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314096,60,2.00,实践课,宋现锋等,2026-09-02 09:19:27
180084070503P6004H-1,地理信息系统应用实践,地理信息系统应用实践,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315572,40,1.00,实践课,杜云艳等,2026-09-02 09:19:27
180084070503P6004H-2,地理信息系统应用实践,地理信息系统应用实践,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/315573,40,1.00,实践课,杜云艳等,2026-09-02 09:19:27
180084070503P6005H,数字地图制图与应用,数字地图制图与应用,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314097,30,1.00,实践课,齐清文等,2026-09-02 09:19:27
1800840705Z1MX001H,资源利用与生态文明建设：理论与评价,资源利用与生态文明建设：理论与评价,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/317967,30,1.00,公共选修课,刘东,2026-09-02 09:19:27
1800840705Z1P2001H,环境修复与资源工程,环境修复与资源工程,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314127,50,2.50,专业核心课,雷梅等,2026-09-02 09:19:27
1800840705Z1P2002H,资源地理学,资源地理学,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314128,50,2.50,专业核心课,吕爱锋等,2026-09-02 09:19:27
1800840705Z1P2003H,资源经济学,资源经济学,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314242,60,3.00,专业核心课,沈镭等,2026-09-02 09:19:27
1800840705Z1P2004H,资源生态学,资源生态学,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314129,50,2.50,专业核心课,谢高地等,2026-09-02 09:19:27
1800840705Z1P3001H,环境与自然资源系统建模,环境与自然资源系统建模,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314090,50,2.50,专业课,Ayman Elshkaki等,2026-09-02 09:19:27
1800840705Z1P3002H,资源循环利用与生态经济,资源循环利用与生态经济,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314130,40,2.00,专业课,董锁成等,2026-09-02 09:19:27
1800840705Z1P4003H,资源环境承载力理论与方法,资源环境承载力理论与方法,资源与环境学院,雁栖湖,https://jwba.ucas.ac.cn/sc/course/courseplan/314087,20,1.00,研讨课,封志明等,2026-09-02 09:19:27
